tag,id,name,classes,text,xpath
"div","","","single-products","Rs. 1100
											Sleeveless Unicorn Print Fit & Flare Net Dress - Multi
											Add to cart
										
										
","/html/body/section[2]/div/div/div[2]/div/div[21]/div/div"
"div","","","productinfo text-center","Rs. 1100
											Sleeveless Unicorn Print Fit & Flare Net Dress - Multi
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[21]/div/div/div"
"div","","","product-overlay","Rs. 1100
												Sleeveless Unicorn Print Fit & Flare Net Dress - Multi
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[21]/div/div/div[2]"
"div","","","overlay-content","Rs. 1100
												Sleeveless Unicorn Print Fit & Flare Net Dress - Multi
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[21]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[21]/div/div[2]"
"div","","","col-sm-4","Rs. 849
											Colour Blocked Shirt – Sky Blue
											Add to cart
										
										
											
												","/html/body/section[2]/div/div/div[2]/div/div[22]"
"div","","","product-image-wrapper","Rs. 849
											Colour Blocked Shirt – Sky Blue
											Add to cart
										
										
											
												","/html/body/section[2]/div/div/div[2]/div/div[22]/div"
"div","","","single-products","Rs. 849
											Colour Blocked Shirt – Sky Blue
											Add to cart
										
										
											
												","/html/body/section[2]/div/div/div[2]/div/div[22]/div/div"
"div","","","productinfo text-center","Rs. 849
											Colour Blocked Shirt – Sky Blue
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[22]/div/div/div"
"div","","","product-overlay","Rs. 849
												Colour Blocked Shirt – Sky Blue
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[22]/div/div/div[2]"
"div","","","overlay-content","Rs. 849
												Colour Blocked Shirt – Sky Blue
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[22]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[22]/div/div[2]"
"div","","","col-sm-4","Rs. 1299
											Pure Cotton V-Neck T-Shirt
											Add to cart
										
										
											
												Rs. ","/html/body/section[2]/div/div/div[2]/div/div[23]"
"div","","","product-image-wrapper","Rs. 1299
											Pure Cotton V-Neck T-Shirt
											Add to cart
										
										
											
												Rs. ","/html/body/section[2]/div/div/div[2]/div/div[23]/div"
"div","","","single-products","Rs. 1299
											Pure Cotton V-Neck T-Shirt
											Add to cart
										
										
											
												Rs. ","/html/body/section[2]/div/div/div[2]/div/div[23]/div/div"
"div","","","productinfo text-center","Rs. 1299
											Pure Cotton V-Neck T-Shirt
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[23]/div/div/div"
"div","","","product-overlay","Rs. 1299
												Pure Cotton V-Neck T-Shirt
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[23]/div/div/div[2]"
"div","","","overlay-content","Rs. 1299
												Pure Cotton V-Neck T-Shirt
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[23]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[23]/div/div[2]"
"div","","","col-sm-4","Rs. 1000
											Green Side Placket Detail T-Shirt
											Add to cart
										
										
											
									","/html/body/section[2]/div/div/div[2]/div/div[24]"
"div","","","product-image-wrapper","Rs. 1000
											Green Side Placket Detail T-Shirt
											Add to cart
										
										
											
									","/html/body/section[2]/div/div/div[2]/div/div[24]/div"
"div","","","single-products","Rs. 1000
											Green Side Placket Detail T-Shirt
											Add to cart
										
										
											
									","/html/body/section[2]/div/div/div[2]/div/div[24]/div/div"
"div","","","productinfo text-center","Rs. 1000
											Green Side Placket Detail T-Shirt
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[24]/div/div/div"
"div","","","product-overlay","Rs. 1000
												Green Side Placket Detail T-Shirt
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[24]/div/div/div[2]"
"div","","","overlay-content","Rs. 1000
												Green Side Placket Detail T-Shirt
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[24]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[24]/div/div[2]"
"div","","","col-sm-4","Rs. 1500
											Premium Polo T-Shirts
											Add to cart
										
										
											
												Rs. 1500
","/html/body/section[2]/div/div/div[2]/div/div[25]"
"div","","","product-image-wrapper","Rs. 1500
											Premium Polo T-Shirts
											Add to cart
										
										
											
												Rs. 1500
","/html/body/section[2]/div/div/div[2]/div/div[25]/div"
"div","","","single-products","Rs. 1500
											Premium Polo T-Shirts
											Add to cart
										
										
											
												Rs. 1500
","/html/body/section[2]/div/div/div[2]/div/div[25]/div/div"
"div","","","productinfo text-center","Rs. 1500
											Premium Polo T-Shirts
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[25]/div/div/div"
"div","","","product-overlay","Rs. 1500
												Premium Polo T-Shirts
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[25]/div/div/div[2]"
"div","","","overlay-content","Rs. 1500
												Premium Polo T-Shirts
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[25]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[25]/div/div[2]"
"div","","","col-sm-4","Rs. 850
											Pure Cotton Neon Green Tshirt
											Add to cart
										
										
											
												Rs","/html/body/section[2]/div/div/div[2]/div/div[26]"
"div","","","product-image-wrapper","Rs. 850
											Pure Cotton Neon Green Tshirt
											Add to cart
										
										
											
												Rs","/html/body/section[2]/div/div/div[2]/div/div[26]/div"
"div","","","single-products","Rs. 850
											Pure Cotton Neon Green Tshirt
											Add to cart
										
										
											
												Rs","/html/body/section[2]/div/div/div[2]/div/div[26]/div/div"
"div","","","productinfo text-center","Rs. 850
											Pure Cotton Neon Green Tshirt
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[26]/div/div/div"
"div","","","product-overlay","Rs. 850
												Pure Cotton Neon Green Tshirt
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[26]/div/div/div[2]"
"div","","","overlay-content","Rs. 850
												Pure Cotton Neon Green Tshirt
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[26]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[26]/div/div[2]"
"div","","","col-sm-4","Rs. 799
											Soft Stretch Jeans
											Add to cart
										
										
											
												Rs. 799
					","/html/body/section[2]/div/div/div[2]/div/div[27]"
"div","","","product-image-wrapper","Rs. 799
											Soft Stretch Jeans
											Add to cart
										
										
											
												Rs. 799
					","/html/body/section[2]/div/div/div[2]/div/div[27]/div"
"div","","","single-products","Rs. 799
											Soft Stretch Jeans
											Add to cart
										
										
											
												Rs. 799
					","/html/body/section[2]/div/div/div[2]/div/div[27]/div/div"
"div","","","productinfo text-center","Rs. 799
											Soft Stretch Jeans
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[27]/div/div/div"
"div","","","product-overlay","Rs. 799
												Soft Stretch Jeans
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[27]/div/div/div[2]"
"div","","","overlay-content","Rs. 799
												Soft Stretch Jeans
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[27]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[27]/div/div[2]"
"div","","","col-sm-4","Rs. 1200
											Regular Fit Straight Jeans
											Add to cart
										
										
											
												Rs. ","/html/body/section[2]/div/div/div[2]/div/div[28]"
"div","","","product-image-wrapper","Rs. 1200
											Regular Fit Straight Jeans
											Add to cart
										
										
											
												Rs. ","/html/body/section[2]/div/div/div[2]/div/div[28]/div"
"div","","","single-products","Rs. 1200
											Regular Fit Straight Jeans
											Add to cart
										
										
											
												Rs. ","/html/body/section[2]/div/div/div[2]/div/div[28]/div/div"
"div","","","productinfo text-center","Rs. 1200
											Regular Fit Straight Jeans
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[28]/div/div/div"
"div","","","product-overlay","Rs. 1200
												Regular Fit Straight Jeans
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[28]/div/div/div[2]"
"div","","","overlay-content","Rs. 1200
												Regular Fit Straight Jeans
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[28]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[28]/div/div[2]"
"div","","","col-sm-4","Rs. 1400
											Grunt Blue Slim Fit Jeans
											Add to cart
										
										
											
												Rs. 1","/html/body/section[2]/div/div/div[2]/div/div[29]"
"div","","","product-image-wrapper","Rs. 1400
											Grunt Blue Slim Fit Jeans
											Add to cart
										
										
											
												Rs. 1","/html/body/section[2]/div/div/div[2]/div/div[29]/div"
"div","","","single-products","Rs. 1400
											Grunt Blue Slim Fit Jeans
											Add to cart
										
										
											
												Rs. 1","/html/body/section[2]/div/div/div[2]/div/div[29]/div/div"
"div","","","productinfo text-center","Rs. 1400
											Grunt Blue Slim Fit Jeans
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[29]/div/div/div"
"div","","","product-overlay","Rs. 1400
												Grunt Blue Slim Fit Jeans
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[29]/div/div/div[2]"
"div","","","overlay-content","Rs. 1400
												Grunt Blue Slim Fit Jeans
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[29]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[29]/div/div[2]"
"div","","","col-sm-4","Rs. 2300
											Rose Pink Embroidered Maxi Dress
											Add to cart
										
										
											
										","/html/body/section[2]/div/div/div[2]/div/div[30]"
"div","","","product-image-wrapper","Rs. 2300
											Rose Pink Embroidered Maxi Dress
											Add to cart
										
										
											
										","/html/body/section[2]/div/div/div[2]/div/div[30]/div"
"div","","","single-products","Rs. 2300
											Rose Pink Embroidered Maxi Dress
											Add to cart
										
										
											
										","/html/body/section[2]/div/div/div[2]/div/div[30]/div/div"
"div","","","productinfo text-center","Rs. 2300
											Rose Pink Embroidered Maxi Dress
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[30]/div/div/div"
"div","","","product-overlay","Rs. 2300
												Rose Pink Embroidered Maxi Dress
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[30]/div/div/div[2]"
"div","","","overlay-content","Rs. 2300
												Rose Pink Embroidered Maxi Dress
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[30]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[30]/div/div[2]"
"div","","","col-sm-4","Rs. 3000
											Cotton Silk Hand Block Print Saree
											Add to cart
										
										
											
								","/html/body/section[2]/div/div/div[2]/div/div[31]"
"div","","","product-image-wrapper","Rs. 3000
											Cotton Silk Hand Block Print Saree
											Add to cart
										
										
											
								","/html/body/section[2]/div/div/div[2]/div/div[31]/div"
"div","","","single-products","Rs. 3000
											Cotton Silk Hand Block Print Saree
											Add to cart
										
										
											
								","/html/body/section[2]/div/div/div[2]/div/div[31]/div/div"
"div","","","productinfo text-center","Rs. 3000
											Cotton Silk Hand Block Print Saree
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[31]/div/div/div"
"div","","","product-overlay","Rs. 3000
												Cotton Silk Hand Block Print Saree
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[31]/div/div/div[2]"
"div","","","overlay-content","Rs. 3000
												Cotton Silk Hand Block Print Saree
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[31]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[31]/div/div[2]"
"div","","","col-sm-4","Rs. 3500
											Rust Red Linen Saree
											Add to cart
										
										
											
												Rs. 3500
	","/html/body/section[2]/div/div/div[2]/div/div[32]"
"div","","","product-image-wrapper","Rs. 3500
											Rust Red Linen Saree
											Add to cart
										
										
											
												Rs. 3500
	","/html/body/section[2]/div/div/div[2]/div/div[32]/div"
"div","","","single-products","Rs. 3500
											Rust Red Linen Saree
											Add to cart
										
										
											
												Rs. 3500
	","/html/body/section[2]/div/div/div[2]/div/div[32]/div/div"
"div","","","productinfo text-center","Rs. 3500
											Rust Red Linen Saree
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[32]/div/div/div"
"div","","","product-overlay","Rs. 3500
												Rust Red Linen Saree
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[32]/div/div/div[2]"
"div","","","overlay-content","Rs. 3500
												Rust Red Linen Saree
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[32]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[32]/div/div[2]"
"div","","","col-sm-4","Rs. 5000
											Beautiful Peacock Blue Cotton Linen Saree
											Add to cart
										
										
											
	","/html/body/section[2]/div/div/div[2]/div/div[33]"
"div","","","product-image-wrapper","Rs. 5000
											Beautiful Peacock Blue Cotton Linen Saree
											Add to cart
										
										
											
	","/html/body/section[2]/div/div/div[2]/div/div[33]/div"
"div","","","single-products","Rs. 5000
											Beautiful Peacock Blue Cotton Linen Saree
											Add to cart
										
										
											
	","/html/body/section[2]/div/div/div[2]/div/div[33]/div/div"
"div","","","productinfo text-center","Rs. 5000
											Beautiful Peacock Blue Cotton Linen Saree
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[33]/div/div/div"
"div","","","product-overlay","Rs. 5000
												Beautiful Peacock Blue Cotton Linen Saree
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[33]/div/div/div[2]"
"div","","","overlay-content","Rs. 5000
												Beautiful Peacock Blue Cotton Linen Saree
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[33]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[33]/div/div[2]"
"div","","","col-sm-4","Rs. 1400
											Lace Top For Women
											Add to cart
										
										
											
												Rs. 1400
			","/html/body/section[2]/div/div/div[2]/div/div[34]"
"div","","","product-image-wrapper","Rs. 1400
											Lace Top For Women
											Add to cart
										
										
											
												Rs. 1400
			","/html/body/section[2]/div/div/div[2]/div/div[34]/div"
"div","","","single-products","Rs. 1400
											Lace Top For Women
											Add to cart
										
										
											
												Rs. 1400
			","/html/body/section[2]/div/div/div[2]/div/div[34]/div/div"
"div","","","productinfo text-center","Rs. 1400
											Lace Top For Women
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[34]/div/div/div"
"div","","","product-overlay","Rs. 1400
												Lace Top For Women
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[34]/div/div/div[2]"
"div","","","overlay-content","Rs. 1400
												Lace Top For Women
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[34]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[34]/div/div[2]"
"div","","","col-sm-4","Rs. 1389
											GRAPHIC DESIGN MEN T SHIRT - BLUE
											Add to cart
										
										
											
									","/html/body/section[2]/div/div/div[2]/div/div[35]"
"div","","","product-image-wrapper","Rs. 1389
											GRAPHIC DESIGN MEN T SHIRT - BLUE
											Add to cart
										
										
											
									","/html/body/section[2]/div/div/div[2]/div/div[35]/div"
"div","","","single-products","Rs. 1389
											GRAPHIC DESIGN MEN T SHIRT - BLUE
											Add to cart
										
										
											
									","/html/body/section[2]/div/div/div[2]/div/div[35]/div/div"
"div","","","productinfo text-center","Rs. 1389
											GRAPHIC DESIGN MEN T SHIRT - BLUE
											Add to cart","/html/body/section[2]/div/div/div[2]/div/div[35]/div/div/div"
"div","","","product-overlay","Rs. 1389
												GRAPHIC DESIGN MEN T SHIRT - BLUE
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[35]/div/div/div[2]"
"div","","","overlay-content","Rs. 1389
												GRAPHIC DESIGN MEN T SHIRT - BLUE
												Add to cart","/html/body/section[2]/div/div/div[2]/div/div[35]/div/div/div[2]/div"
"div","","","choose","View Product","/html/body/section[2]/div/div/div[2]/div/div[35]/div/div[2]"
"div","","","recommended_items","recommended items
						
						
							
								
									
										
											
												
													
											","/html/body/section[2]/div/div/div[2]/div[2]"
"div","recommended-item-carousel","","carousel slide","Rs. 500
													Blue Top
													Add to cart
												
												
											
										
									
						","//*[@id=recommended-item-carousel]"
"div","","","carousel-inner","Rs. 500
													Blue Top
													Add to cart
												
												
											
										
									
						","/html/body/section[2]/div/div/div[2]/div[2]/div/div"
"div","","","item","Rs. 500
													Blue Top
													Add to cart
												
												
											
										
									
						","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div"
"div","","","col-sm-4","Rs. 500
													Blue Top
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div/div"
"div","","","product-image-wrapper","Rs. 500
													Blue Top
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div/div/div"
"div","","","single-products","Rs. 500
													Blue Top
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div/div/div/div"
"div","","","productinfo text-center","Rs. 500
													Blue Top
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div/div/div/div/div"
"div","","","col-sm-4","Rs. 400
													Men Tshirt
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div/div[2]"
"div","","","product-image-wrapper","Rs. 400
													Men Tshirt
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div/div[2]/div"
"div","","","single-products","Rs. 400
													Men Tshirt
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div/div[2]/div/div"
"div","","","productinfo text-center","Rs. 400
													Men Tshirt
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div/div[2]/div/div/div"
"div","","","col-sm-4","Rs. 1000
													Rs. 1000
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div/div[3]"
"div","","","product-image-wrapper","Rs. 1000
													Rs. 1000
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div/div[3]/div"
"div","","","single-products","Rs. 1000
													Rs. 1000
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div/div[3]/div/div"
"div","","","productinfo text-center","Rs. 1000
													Rs. 1000
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div/div[3]/div/div/div"
"div","","","item active","Rs. 1500
													Stylish Dress
													Add to cart
												
												
											
										
									
","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div[2]"
"div","","","col-sm-4","Rs. 1500
													Stylish Dress
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div[2]/div"
"div","","","product-image-wrapper","Rs. 1500
													Stylish Dress
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div[2]/div/div"
"div","","","single-products","Rs. 1500
													Stylish Dress
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div[2]/div/div/div"
"div","","","productinfo text-center","Rs. 1500
													Stylish Dress
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div[2]/div/div/div/div"
"div","","","col-sm-4","Rs. 600
													Winter Top
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div[2]/div[2]"
"div","","","product-image-wrapper","Rs. 600
													Winter Top
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div[2]/div[2]/div"
"div","","","single-products","Rs. 600
													Winter Top
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div[2]/div[2]/div/div"
"div","","","productinfo text-center","Rs. 600
													Winter Top
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div[2]/div[2]/div/div/div"
"div","","","col-sm-4","Rs. 400
													Summer White Top
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div[2]/div[3]"
"div","","","product-image-wrapper","Rs. 400
													Summer White Top
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div[2]/div[3]/div"
"div","","","single-products","Rs. 400
													Summer White Top
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div[2]/div[3]/div/div"
"div","","","productinfo text-center","Rs. 400
													Summer White Top
													Add to cart","/html/body/section[2]/div/div/div[2]/div[2]/div/div/div[2]/div[3]/div/div/div"
"div","","","google-auto-placed","","/html/body/div"
"div","aswift_2_host","","","","//*[@id=aswift_2_host]"
"div","","","footer-widget","You have been successfully subscribed!
						
					
					
						
							Subscription
							
								
								
								
","/html/body/footer/div"
"div","","","container","You have been successfully subscribed!
						
					
					
						
							Subscription
							
								
								
								
","/html/body/footer/div/div"
"div","","","row","You have been successfully subscribed!
						
					
					
						
							Subscription
							
								
								
								
","/html/body/footer/div/div/div"
"div","","","form-row","You have been successfully subscribed!","/html/body/footer/div/div/div/div"
"div","success-subscribe","","col-md-9 hide form-group","You have been successfully subscribed!","//*[@id=success-subscribe]"
"div","","","alert-success alert","You have been successfully subscribed!","/html/body/footer/div/div/div/div/div/div"
"div","","","col-sm-3 col-sm-offset-1","Subscription
							
								
								
								
								Get the most recent updates from our site and be updated your se","/html/body/footer/div/div/div/div[2]"
"div","","","single-widget","Subscription
							
								
								
								
								Get the most recent updates from our site and be updated your se","/html/body/footer/div/div/div/div[2]/div"
"div","","","footer-bottom","Copyright © 2021 All rights reserved","/html/body/footer/div[2]"
"div","","","container","Copyright © 2021 All rights reserved","/html/body/footer/div[2]/div"
"div","","","row","Copyright © 2021 All rights reserved","/html/body/footer/div[2]/div/div"
"div","aswift_0_host","","","","//*[@id=aswift_0_host]"
"div","","","ad_box300x250 pencil_ad sidebarNewsletterAd frontpage-google-ad sphereAdContainer","","/html/body/div[2]"
